SubscriptionID,CompanyID,PlanID,SnapshotDateKey,ActiveUsers,MRR_Amount,IsActive,IsChurned,IsUpgrade,IsDowngrade
121,4,3,20250501,234,4879,1,0,0,0
122,4,3,20250601,446,9119,1,0,0,0
123,4,3,20250701,242,5039,1,0,0,0
124,4,3,20250801,302,6239,1,0,0,0
125,4,3,20250901,100,2199,1,0,0,0
126,4,3,20251001,355,7299,1,0,0,0
127,4,3,20251101,269,5579,1,0,0,0
128,4,3,20251201,299,6179,1,0,0,0
129,4,3,20260101,51,1219,1,0,0,0
130,4,3,20260201,20,599,1,0,0,0
131,4,3,20260301,488,9959,1,0,0,0
132,4,3,20260401,153,3259,1,0,0,0
133,4,3,20260501,376,7719,1,0,0,0
134,4,3,20260601,137,2939,1,0,0,0
135,4,3,20260701,455,9299,1,0,0,0
136,4,3,20260801,181,3819,1,0,0,0
137,4,3,20260901,18,559,1,0,0,0
138,4,3,20261001,297,6139,1,0,0,0
139,4,3,20261101,445,9099,1,0,0,0
140,4,3,20261201,353,7259,1,0,0,0
141,5,2,20230801,235,2449,1,0,0,0
142,5,2,20230901,445,4549,1,0,0,0
143,5,2,20231001,423,4329,1,0,0,0
144,5,2,20231101,330,3399,1,0,0,0
145,5,2,20231201,225,2349,1,0,0,0
146,5,2,20240101,306,3159,1,0,0,0
147,5,2,20240201,413,4229,1,0,0,0
148,5,2,20240301,163,1729,1,0,0,0
149,5,2,20240401,418,4279,1,0,0,0
150,5,2,20240501,202,2119,1,0,0,0
151,5,2,20240601,302,3119,1,0,0,0
152,5,2,20240701,185,1949,1,0,0,0
153,5,2,20240801,234,2439,1,0,0,0
154,5,2,20240901,256,2659,0,1,0,0
155,6,3,20230601,32,839,1,0,0,0
156,6,3,20230701,437,8939,1,0,0,0
157,6,3,20230801,141,3019,1,0,0,0
158,6,3,20230901,118,2559,1,0,0,0
159,6,3,20231001,155,3299,1,0,0,0
160,6,3,20231101,148,3159,1,0,0,0
161,6,3,20231201,340,6999,1,0,0,0
162,6,3,20240101,180,3799,1,0,0,0
163,6,3,20240201,193,4059,1,0,0,0
164,6,3,20240301,187,3939,1,0,0,0
165,6,3,20240401,214,4479,1,0,0,0
166,6,3,20240501,328,6759,1,0,0,0
167,6,3,20240601,356,7319,1,0,0,0
168,6,3,20240701,221,4619,1,0,0,0
169,6,3,20240801,55,1299,1,0,0,0
170,6,3,20240901,456,9319,1,0,0,0
171,6,3,20241001,426,8719,1,0,0,0
172,6,3,20241101,141,3019,1,0,0,0
173,6,3,20241201,61,1419,1,0,0,0
174,6,3,20250101,493,10059,1,0,0,0
175,6,3,20250201,50,1199,1,0,0,0
176,6,3,20250301,209,4379,1,0,0,0
177,6,3,20250401,339,6979,1,0,0,0
178,6,3,20250501,316,6519,1,0,0,0
179,6,3,20250601,392,8039,1,0,0,0
180,6,3,20250701,401,8219,1,0,0,0
181,6,3,20250801,55,1299,1,0,0,0
182,6,3,20250901,419,8579,1,0,0,0
183,6,3,20251001,169,3579,1,0,0,0
184,6,3,20251101,264,5479,1,0,0,0
185,6,3,20251201,318,6559,1,0,0,0
186,6,3,20260101,323,6659,1,0,0,0
187,6,3,20260201,9,379,0,1,0,0
188,7,2,20250301,367,3769,1,0,0,0
189,7,2,20250401,137,1469,1,0,0,0
190,7,2,20250501,247,2569,1,0,0,0
191,7,2,20250601,484,4939,1,0,0,0
192,7,2,20250701,308,3179,1,0,0,0
193,7,2,20250801,117,1269,1,0,0,0
194,7,2,20250901,170,1799,1,0,0,0
195,7,2,20251001,69,789,1,0,0,0
196,7,2,20251101,209,2189,1,0,0,0
197,7,2,20251201,249,2589,1,0,0,0
198,7,2,20260101,153,1629,1,0,0,0
199,7,2,20260201,331,3409,1,0,0,0
200,7,2,20260301,214,2239,1,0,0,0
201,7,2,20260401,20,299,1,0,0,0
202,7,2,20260501,10,199,1,0,0,0
203,7,2,20260601,134,1439,1,0,0,0
204,7,2,20260701,284,2939,1,0,0,0
205,7,2,20260801,462,4719,1,0,0,0
206,7,2,20260901,426,4359,1,0,0,0
207,7,2,20261001,93,1029,1,0,0,0
208,7,2,20261101,126,1359,1,0,0,0
209,7,2,20261201,14,239,1,0,0,0
210,8,2,20240501,54,639,1,0,0,0
211,8,2,20240601,277,2869,1,0,0,0
212,8,2,20240701,348,3579,1,0,0,0
213,8,2,20240801,61,709,1,0,0,0
214,8,2,20240901,308,3179,1,0,0,0
215,8,2,20241001,290,2999,1,0,0,0
216,8,2,20241101,299,3089,1,0,0,0
217,8,2,20241201,295,3049,1,0,0,0
218,8,2,20250101,259,2689,1,0,0,0
219,8,2,20250201,451,4609,1,0,0,0
220,8,2,20250301,291,3009,1,0,0,0
221,8,2,20250401,438,4479,1,0,0,0
222,8,2,20250501,383,3929,1,0,0,0
223,8,2,20250601,24,339,1,0,0,0
224,8,2,20250701,143,1529,1,0,0,0
225,8,2,20250801,119,1289,1,0,0,0
226,8,2,20250901,306,3159,1,0,0,0
227,8,2,20251001,248,2579,1,0,0,0
228,8,2,20251101,468,4779,1,0,0,0
229,8,2,20251201,100,1099,1,0,0,0
230,8,2,20260101,468,4779,1,0,0,0
231,8,2,20260201,123,1329,1,0,0,0
232,8,2,20260301,81,909,1,0,0,0
233,8,2,20260401,15,249,1,0,0,0
234,8,2,20260501,178,1879,1,0,0,0
235,8,2,20260601,43,529,1,0,0,0
236,8,2,20260701,126,1359,1,0,0,0
237,8,2,20260801,392,4019,1,0,0,0
238,8,2,20260901,10,199,1,0,0,0
239,8,2,20261001,228,2379,1,0,0,0
240,8,2,20261101,306,3159,1,0,0,0
241,8,2,20261201,435,4449,1,0,0,0
242,9,3,20240801,113,2459,1,0,0,0
243,9,3,20240901,45,1099,1,0,0,0
244,9,3,20241001,107,2339,1,0,0,0
245,9,3,20241101,185,3899,1,0,0,0
246,9,3,20241201,227,4739,1,0,0,0
247,9,3,20250101,64,1479,1,0,0,0
248,9,3,20250201,54,1279,1,0,0,0
249,9,3,20250301,71,1619,1,0,0,0
250,9,3,20250401,183,3859,1,0,0,0
251,9,3,20250501,15,499,1,0,0,0
252,9,3,20250601,16,519,1,0,0,0
253,9,3,20250701,65,1499,1,0,0,0
254,9,3,20250801,497,10139,1,0,0,0
255,9,3,20250901,368,7559,1,0,0,0
256,9,3,20251001,290,5999,1,0,0,0
257,9,3,20251101,151,3219,1,0,0,0
258,9,3,20251201,342,7039,1,0,0,0
259,9,3,20260101,281,5819,1,0,0,0
260,9,3,20260201,59,1379,1,0,0,0
261,9,3,20260301,145,3099,1,0,0,0
262,9,3,20260401,142,3039,1,0,0,0
263,9,3,20260501,21,619,1,0,0,0
264,9,3,20260601,257,5339,1,0,0,0
265,9,3,20260701,265,5499,1,0,0,0
266,9,3,20260801,11,419,1,0,0,0
267,9,3,20260901,119,2579,1,0,0,0
268,9,3,20261001,163,3459,1,0,0,0
269,9,3,20261101,231,4819,1,0,0,0
270,9,3,20261201,123,2659,1,0,0,0
271,10,1,20231101,322,1659,1,0,0,0
272,10,1,20231201,276,1429,1,0,0,0
273,10,1,20240101,229,1194,1,0,0,0
274,10,1,20240201,276,1429,1,0,0,0
275,10,1,20240301,333,1714,1,0,0,0
276,10,1,20240401,22,159,1,0,0,0
277,10,1,20240501,124,669,1,0,0,0
278,10,1,20240601,48,289,1,0,0,0
279,10,1,20240701,328,1689,1,0,0,0
280,10,1,20240801,22,159,1,0,0,0
281,10,1,20240901,377,1934,1,0,0,0
282,10,1,20241001,492,2509,1,0,0,0
283,10,1,20241101,214,1119,1,0,0,0
284,10,1,20241201,84,469,1,0,0,0
285,10,1,20250101,271,1404,1,0,0,0
286,10,1,20250201,10,99,1,0,0,0
287,10,1,20250301,212,1109,1,0,0,0
288,10,1,20250401,249,1294,1,0,0,0
289,10,1,20250501,420,2149,0,1,0,0
290,11,3,20221201,55,1299,1,0,0,0
291,11,3,20230101,74,1679,1,0,0,0
292,11,3,20230201,222,4639,1,0,0,0
293,11,3,20230301,39,979,1,0,0,0
294,11,3,20230401,484,9879,1,0,0,0
295,11,3,20230501,417,8539,1,0,0,0
296,11,3,20230601,418,8559,1,0,0,0
297,11,3,20230701,395,8099,1,0,0,0
298,11,3,20230801,400,8199,1,0,0,0
299,11,3,20230901,173,3659,1,0,0,0
300,11,3,20231001,375,7699,1,0,0,0
301,11,3,20231101,362,7439,1,0,0,0
302,11,3,20231201,47,1139,1,0,0,0
303,11,3,20240101,272,5639,1,0,0,0
304,11,3,20240201,376,7719,1,0,0,0
305,11,3,20240301,86,1919,1,0,0,0
306,11,3,20240401,345,7099,1,0,0,0
307,11,3,20240501,241,5019,1,0,0,0
308,11,3,20240601,47,1139,1,0,0,0
309,11,3,20240701,59,1379,1,0,0,0
310,11,3,20240801,243,5059,1,0,0,0
311,11,3,20240901,194,4079,1,0,0,0
312,11,3,20241001,207,4339,1,0,0,0
313,11,3,20241101,127,2739,1,0,0,0
314,11,3,20241201,284,5879,1,0,0,0
315,11,3,20250101,28,759,1,0,0,0
316,11,3,20250201,123,2659,1,0,0,0
317,11,3,20250301,470,9599,1,0,0,0
318,11,3,20250401,245,5099,1,0,0,0
319,11,3,20250501,488,9959,1,0,0,0
320,11,3,20250601,91,2019,1,0,0,0
321,11,3,20250701,353,7259,1,0,0,0
322,11,3,20250801,399,8179,1,0,0,0
323,11,3,20250901,33,859,1,0,0,0
324,11,3,20251001,247,5139,1,0,0,0
325,11,3,20251101,420,8599,1,0,0,0
326,11,3,20251201,61,1419,1,0,0,0
327,11,3,20260101,62,1439,1,0,0,0
328,11,3,20260201,157,3339,1,0,0,0
329,11,3,20260301,265,5499,1,0,0,0
330,11,3,20260401,394,8079,1,0,0,0
331,11,3,20260501,274,5679,1,0,0,0
332,11,3,20260601,438,8959,1,0,0,0
333,11,3,20260701,252,5239,1,0,0,0
334,11,3,20260801,145,3099,1,0,0,0
335,11,3,20260901,426,8719,1,0,0,0
336,11,3,20261001,234,4879,1,0,0,0
337,11,3,20261101,64,1479,1,0,0,0
338,11,3,20261201,215,4499,1,0,0,0
339,12,1,20250401,7,84,1,0,0,0
340,12,1,20250501,385,1974,1,0,0,0
341,12,1,20250601,441,2254,1,0,0,0
342,12,1,20250701,374,1919,1,0,0,0
343,12,1,20250801,127,684,1,0,0,0
344,12,1,20250901,111,604,1,0,0,0
345,12,1,20251001,476,2429,1,0,0,0
346,12,1,20251101,325,1674,1,0,0,0
347,12,1,20251201,16,129,1,0,0,0
348,12,1,20260101,468,2389,1,0,0,0
349,12,1,20260201,134,719,0,1,0,0
350,13,2,20240801,221,2309,1,0,0,0
351,13,2,20240901,23,329,1,0,0,0
352,13,2,20241001,257,2669,1,0,0,0
353,13,2,20241101,301,3109,1,0,0,0
354,13,2,20241201,260,2699,1,0,0,0
355,13,2,20250101,284,2939,1,0,0,0
356,13,2,20250201,20,299,0,1,0,0
357,14,2,20230601,128,1379,1,0,0,0
358,14,2,20230701,33,429,1,0,0,0
359,14,2,20230801,290,2999,1,0,0,0
360,14,2,20230901,309,3189,1,0,0,0
361,14,2,20231001,481,4909,1,0,0,0
362,14,2,20231101,262,2719,1,0,0,0
363,14,2,20231201,394,4039,1,0,0,0
364,14,2,20240101,407,4169,1,0,0,0
365,14,2,20240201,307,3169,1,0,0,0
366,14,2,20240301,450,4599,1,0,0,0
367,14,2,20240401,261,2709,1,0,0,0
368,14,2,20240501,88,979,1,0,0,0
369,14,2,20240601,290,2999,1,0,0,0
370,14,2,20240701,376,3859,1,0,0,0
371,14,2,20240801,40,499,1,0,0,0
372,14,2,20240901,38,479,1,0,0,0
373,14,2,20241001,132,1419,1,0,0,0
374,14,2,20241101,206,2159,1,0,0,0
375,14,2,20241201,415,4249,1,0,0,0
376,14,2,20250101,114,1239,1,0,0,0
377,14,2,20250201,297,3069,1,0,0,0
378,14,2,20250301,82,919,1,0,0,0
379,14,2,20250401,63,729,1,0,0,0
380,14,2,20250501,6,159,1,0,0,0
381,14,2,20250601,394,4039,1,0,0,0
382,14,2,20250701,358,3679,1,0,0,0
383,14,2,20250801,242,2519,1,0,0,0
384,14,2,20250901,194,2039,1,0,0,0
385,14,2,20251001,319,3289,1,0,0,0
386,14,2,20251101,348,3579,1,0,0,0
387,14,2,20251201,54,639,1,0,0,0
388,14,2,20260101,492,5019,1,0,0,0
389,14,2,20260201,349,3589,1,0,0,0
390,14,2,20260301,176,1859,1,0,0,0
391,14,2,20260401,207,2169,1,0,0,0
392,14,2,20260501,264,2739,0,1,0,0
393,15,1,20230201,304,1569,1,0,0,0
394,15,1,20230301,29,194,1,0,0,0
395,15,1,20230401,196,1029,1,0,0,0
396,15,1,20230501,447,2284,1,0,0,0
397,15,1,20230601,236,1229,1,0,0,0
398,15,1,20230701,176,929,1,0,0,0
399,15,1,20230801,372,1909,1,0,0,0
400,15,1,20230901,87,484,1,0,0,0
401,15,1,20231001,453,2314,1,0,0,0
402,15,1,20231101,346,1779,1,0,0,0
403,15,1,20231201,231,1204,1,0,0,0
404,15,1,20240101,290,1499,1,0,0,0
405,15,1,20240201,250,1299,1,0,0,0
406,15,1,20240301,288,1489,1,0,0,0
407,15,1,20240401,170,899,1,0,0,0
408,15,1,20240501,28,189,1,0,0,0
409,15,1,20240601,129,694,1,0,0,0
410,15,1,20240701,439,2244,1,0,0,0
411,15,1,20240801,201,1054,1,0,0,0
412,15,1,20240901,300,1549,1,0,0,0
413,15,1,20241001,274,1419,1,0,0,0
414,15,1,20241101,480,2449,1,0,0,0
415,15,1,20241201,358,1839,1,0,0,0
416,15,1,20250101,355,1824,1,0,0,0
417,15,1,20250201,209,1094,1,0,0,0
418,15,1,20250301,128,689,1,0,0,0
419,15,1,20250401,19,144,1,0,0,0
420,15,1,20250501,256,1329,1,0,0,0
421,15,1,20250601,358,1839,1,0,0,0
422,15,1,20250701,100,549,1,0,0,0
423,15,1,20250801,291,1504,1,0,0,0
424,15,1,20250901,265,1374,1,0,0,0
425,15,1,20251001,329,1694,1,0,0,0
426,15,1,20251101,303,1564,1,0,0,0
427,15,1,20251201,435,2224,1,0,0,0
428,15,1,20260101,406,2079,1,0,0,0
429,15,1,20260201,124,669,1,0,0,0
430,15,1,20260301,438,2239,1,0,0,0
431,15,1,20260401,29,194,1,0,0,0
432,15,1,20260501,490,2499,1,0,0,0
433,15,1,20260601,344,1769,1,0,0,0
434,15,1,20260701,316,1629,1,0,0,0
435,15,1,20260801,420,2149,1,0,0,0
436,15,1,20260901,359,1844,1,0,0,0
437,15,1,20261001,434,2219,1,0,0,0
438,15,1,20261101,61,354,1,0,0,0
439,15,1,20261201,43,264,1,0,0,0
440,16,3,20230401,392,8039,1,0,0,0
441,16,3,20230501,91,2019,1,0,0,0
442,16,3,20230601,321,6619,1,0,0,0
443,16,3,20230701,287,5939,1,0,0,0
444,16,3,20230801,387,7939,1,0,0,0
445,16,3,20230901,268,5559,1,0,0,0
446,16,3,20231001,468,9559,1,0,0,0
447,16,3,20231101,414,8479,1,0,0,0
448,16,3,20231201,38,959,1,0,0,0
449,16,3,20240101,489,9979,1,0,0,0
450,16,3,20240201,277,5739,1,0,0,0
451,16,3,20240301,73,1659,1,0,0,0
452,16,3,20240401,39,979,1,0,0,0
453,16,3,20240501,191,4019,1,0,0,0
454,16,3,20240601,243,5059,1,0,0,0
455,16,3,20240701,401,8219,1,0,0,0
456,16,3,20240801,405,8299,1,0,0,0
457,16,3,20240901,431,8819,1,0,0,0
458,16,3,20241001,144,3079,1,0,0,0
459,16,3,20241101,223,4659,1,0,0,0
460,16,3,20241201,64,1479,1,0,0,0
461,16,3,20250101,313,6459,1,0,0,0
462,16,3,20250201,167,3539,1,0,0,0
463,16,3,20250301,102,2239,1,0,0,0
464,16,3,20250401,358,7359,0,1,0,0
465,17,1,20220601,333,1714,1,0,0,0
466,17,1,20220701,126,679,1,0,0,0
467,17,1,20220801,325,1674,1,0,0,0
468,17,1,20220901,493,2514,1,0,0,0
469,17,1,20221001,63,364,1,0,0,0
470,17,1,20221101,425,2174,1,0,0,0
471,17,1,20221201,150,799,1,0,0,0
472,17,1,20230101,440,2249,1,0,0,0
473,17,1,20230201,301,1554,1,0,0,0
474,17,1,20230301,134,719,1,0,0,0
475,17,1,20230401,453,2314,1,0,0,0
476,17,1,20230501,207,1084,1,0,0,0
477,17,1,20230601,309,1594,1,0,0,0
478,17,1,20230701,96,529,1,0,0,0
479,17,1,20230801,466,2379,1,0,0,0
480,17,1,20230901,189,994,1,0,0,0
481,17,1,20231001,167,884,1,0,0,0
482,17,1,20231101,49,294,1,0,0,0
483,17,1,20231201,282,1459,1,0,0,0
484,17,1,20240101,403,2064,1,0,0,0
485,17,1,20240201,31,204,1,0,0,0
486,17,1,20240301,157,834,1,0,0,0
487,17,1,20240401,166,879,1,0,0,0
488,17,1,20240501,438,2239,1,0,0,0
489,17,1,20240601,108,589,1,0,0,0
490,17,1,20240701,250,1299,1,0,0,0
491,17,1,20240801,236,1229,1,0,0,0
492,17,1,20240901,470,2399,1,0,0,0
493,17,1,20241001,33,214,1,0,0,0
494,17,1,20241101,256,1329,1,0,0,0
495,17,1,20241201,210,1099,1,0,0,0
496,17,1,20250101,93,514,1,0,0,0
497,17,1,20250201,36,229,1,0,0,0
498,17,1,20250301,368,1889,1,0,0,0
499,17,1,20250401,311,1604,1,0,0,0
500,17,1,20250501,32,209,1,0,0,0
501,17,1,20250601,16,129,1,0,0,0
502,17,1,20250701,341,1754,1,0,0,0
503,17,1,20250801,169,894,1,0,0,0
504,17,1,20250901,170,899,1,0,0,0
505,17,1,20251001,193,1014,1,0,0,0
506,17,1,20251101,133,714,1,0,0,0
507,17,1,20251201,37,234,1,0,0,0
508,17,1,20260101,160,849,1,0,0,0
509,17,1,20260201,470,2399,1,0,0,0
510,17,1,20260301,17,134,1,0,0,0
511,17,1,20260401,463,2364,1,0,0,0
512,17,1,20260501,156,829,1,0,0,0
513,17,1,20260601,477,2434,1,0,0,0
514,17,1,20260701,463,2364,1,0,0,0
515,17,1,20260801,268,1389,1,0,0,0
516,17,1,20260901,149,794,1,0,0,0
517,17,1,20261001,365,1874,1,0,0,0
518,17,1,20261101,201,1054,1,0,0,0
519,17,1,20261201,84,469,1,0,0,0
520,18,1,20230301,44,269,1,0,0,0
521,18,1,20230401,372,1909,1,0,0,0
522,18,1,20230501,62,359,1,0,0,0
523,18,1,20230601,108,589,1,0,0,0
524,18,1,20230701,457,2334,1,0,0,0
525,18,1,20230801,85,474,1,0,0,0
526,18,1,20230901,93,514,1,0,0,0
527,18,1,20231001,393,2014,1,0,0,0
528,18,1,20231101,442,2259,1,0,0,0
529,18,1,20231201,405,2074,1,0,0,0
530,18,1,20240101,199,1044,1,0,0,0
531,18,1,20240201,222,1159,1,0,0,0
532,18,1,20240301,168,889,1,0,0,0
533,18,1,20240401,90,499,1,0,0,0
534,18,1,20240501,238,1239,1,0,0,0
535,18,1,20240601,372,1909,1,0,0,0
536,18,1,20240701,429,2194,1,0,0,0
537,18,1,20240801,137,734,1,0,0,0
538,18,1,20240901,13,114,1,0,0,0
539,18,1,20241001,361,1854,1,0,0,0
540,18,1,20241101,401,2054,1,0,0,0
541,18,1,20241201,345,1774,1,0,0,0
542,18,1,20250101,122,659,1,0,0,0
543,18,1,20250201,96,529,1,0,0,0
544,18,1,20250301,74,419,1,0,0,0
545,18,1,20250401,293,1514,1,0,0,0
546,18,1,20250501,241,1254,1,0,0,0
547,18,1,20250601,263,1364,1,0,0,0
548,18,1,20250701,481,2454,1,0,0,0
549,18,1,20250801,252,1309,1,0,0,0
550,18,1,20250901,13,114,1,0,0,0
551,18,1,20251001,370,1899,1,0,0,0
552,18,1,20251101,43,264,1,0,0,0
553,18,1,20251201,103,564,1,0,0,0
554,18,1,20260101,336,1729,1,0,0,0
555,18,1,20260201,35,224,1,0,0,0
556,18,1,20260301,449,2294,1,0,0,0
557,18,1,20260401,19,144,1,0,0,0
558,18,1,20260501,50,299,1,0,0,0
559,18,1,20260601,14,119,1,0,0,0
560,18,1,20260701,18,139,1,0,0,0
561,18,1,20260801,238,1239,1,0,0,0
562,18,1,20260901,460,2349,1,0,0,0
563,18,1,20261001,242,1259,1,0,0,0
564,18,1,20261101,192,1009,1,0,0,0
565,18,1,20261201,69,394,1,0,0,0
566,19,3,20241101,362,7439,1,0,0,0
567,19,3,20241201,491,10019,1,0,0,0
568,19,3,20250101,96,2119,1,0,0,0
569,19,3,20250201,492,10039,1,0,0,0
570,19,3,20250301,93,2059,0,1,0,0
571,20,1,20250801,13,114,1,0,0,0
572,20,1,20250901,175,924,1,0,0,0
573,20,1,20251001,136,729,1,0,0,0
574,20,1,20251101,335,1724,1,0,0,0
575,20,1,20251201,288,1489,1,0,0,0
576,20,1,20260101,211,1104,1,0,0,0
577,20,1,20260201,393,2014,1,0,0,0
578,20,1,20260301,19,144,1,0,0,0
579,20,1,20260401,403,2064,1,0,0,0
580,20,1,20260501,269,1394,1,0,0,0
581,20,1,20260601,481,2454,1,0,0,0
582,20,1,20260701,326,1679,1,0,0,0
583,20,1,20260801,167,884,1,0,0,0
584,20,1,20260901,217,1134,1,0,0,0
585,20,1,20261001,368,1889,1,0,0,0
586,20,1,20261101,173,914,1,0,0,0
587,20,1,20261201,139,744,1,0,0,0
588,21,1,20231201,308,1589,1,0,0,0
589,21,1,20240101,184,969,1,0,0,0
590,21,1,20240201,270,1399,1,0,0,0
591,21,1,20240301,77,434,1,0,0,0
592,21,1,20240401,175,924,1,0,0,0
593,21,1,20240501,136,729,1,0,0,0
594,21,1,20240601,149,794,1,0,0,0
595,21,1,20240701,120,649,1,0,0,0
596,21,1,20240801,321,1654,1,0,0,0
597,21,1,20240901,218,1139,1,0,0,0
598,21,1,20241001,362,1859,1,0,0,0
599,21,1,20241101,198,1039,1,0,0,0
600,21,1,20241201,384,1969,0,1,0,0
601,22,2,20230501,21,309,1,0,0,0
602,22,2,20230601,278,2879,1,0,0,0
603,22,2,20230701,399,4089,1,0,0,0
604,22,2,20230801,477,4869,1,0,0,0
605,22,2,20230901,211,2209,1,0,0,0
606,22,2,20231001,165,1749,1,0,0,0
607,22,2,20231101,448,4579,1,0,0,0
608,22,2,20231201,327,3369,1,0,0,0
